OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,FD_FIRST_DATE_OF_YEAR,FD_YESTERDAY_DATE_OF_YEAR,INCLUDE_IN_EQUIVALENT_PERIOD,ACCIDENT_TIME,NODE_ID,PERSON_ID,SEX,AGE,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,NO_OF_VEHICLES,LGA_NAME,STAT_DIV_NAME,NODE_TYPE,NODE_TYPE_DESC,ROAD_NUM,ROAD_TYPE,X,Y,LOCATION_COUNT
1995654,T20140021807,1413936000000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,073000,279720,A,F,63,2,Drivers,4,Collision with a fixed object,1,NORTHERN GRAMPIANS,Country,N,Non Intersection,5245,Declared Road,,,1
1995655,T20140021925,1414022400000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,150800,279823,04,F,6,3,Passengers,6,Vehicle overturned (no collision),2,STRATHBOGIE,Country,N,Non Intersection,2550,Declared Road,,,1
1995656,T20140003165,1392422400000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,085500,267678,01,F,11,3,Passengers,1,Collision with vehicle,2,MURRINDINDI,Melbourne - Outer East,N,Non Intersection,5791,Declared Road,,,2
1995657,T20140003165,1392422400000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,085500,267678,B,M,50,2,Drivers,1,Collision with vehicle,2,MURRINDINDI,Melbourne - Outer East,N,Non Intersection,5791,Declared Road,,,2
1995658,T20140024775,1417219200000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,150000,73351,01,F,25,3,Passengers,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,I,Intersection,5715,Declared Road,,,1
1995659,T20140022135,1414281600000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,032000,277028,A,M,20,2,Drivers,4,Collision with a fixed object,1,GEELONG,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995660,T20160009682,1462233600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,194500,302945,A,M,40,2,Drivers,1,Collision with vehicle,2,BAYSIDE,Melbourne - Inner South,N,Non Intersection,5840,Declared Road,,,1
1995661,T20150001080,1421366400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,031200,197808,01,F,28,3,Passengers,4,Collision with a fixed object,1,MOONEE VALLEY,Melbourne - Inner,N,Non Intersection,5824,Declared Road,,,1
1995662,T20150001098,1421366400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,053400,281087,A,M,21,2,Drivers,4,Collision with a fixed object,1,BENDIGO,Bendigo,N,Non Intersection,5175,Declared Road,,,1
1995663,T20160023061,1477267200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,161400,71827,A,F,45,2,Drivers,1,Collision with vehicle,2,CARDINIA,Melbourne - South East,I,Intersection,9999,Non Declared Road,,,1
1995664,T20150019565,1442707200000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,132900,294088,A,F,40,4,Motorcyclists,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,2720,Declared Road,,,1
1995665,T20150002217,1422748800000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,120500,274101,A,M,65,2,Drivers,4,Collision with a fixed object,1,NILLUMBIK,Melbourne - North East,I,Intersection,9999,Non Declared Road,,,1
1995666,T20150004286,1424995200000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,160500,286660,A,M,26,6,Bicyclists,1,Collision with vehicle,3,MORELAND,Melbourne - Inner,N,Non Intersection,5733,Declared Road,,,1
1995667,T20150001816,1422230400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,124000,281836,01,F,81,3,Passengers,4,Collision with a fixed object,1,TOWONG,Country,N,Non Intersection,2560,Declared Road,,,1
1995668,T20150001922,1422403200000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,083500,281449,B,M,70,6,Bicyclists,1,Collision with vehicle,2,STONNINGTON,Melbourne - Inner South,N,Non Intersection,2510,Declared Road,,,1
1995669,T20190005900,1553731200000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,195500,343672,A,M,33,2,Drivers,4,Collision with a fixed object,1,MOIRA,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995670,T20180002930,1518652800000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,092500,327133,A,M,92,2,Drivers,4,Collision with a fixed object,1,COLAC OTWAY,Country,N,Non Intersection,2780,Declared Road,,,1
1995671,T20150002303,1422835200000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,185000,289170,A,M,30,2,Drivers,6,Vehicle overturned (no collision),1,SHEPPARTON,Country,N,Non Intersection,5365,Declared Road,,,1
1995672,T20150002975,1423612800000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,033000,282459,A,M,49,2,Drivers,6,Vehicle overturned (no collision),1,CORANGAMITE,Country,N,Non Intersection,5036,Declared Road,,,1
1995673,T20150003377,1424044800000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,145000,33725,01,F,88,1,Pedestrians,2,Struck Pedestrian,1,BENDIGO,Bendigo,I,Intersection,2630,Declared Road,,,1
1995674,T20150003413,1424131200000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,014800,287514,01,M,46,1,Pedestrians,2,Struck Pedestrian,1,BRIMBANK,Melbourne - West,N,Non Intersection,2500,Declared Road,,,1
1995675,T20150003430,1424131200000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,061600,29416,01,F,23,1,Pedestrians,2,Struck Pedestrian,1,MELBOURNE,Melbourne - Inner,I,Intersection,5061,Declared Road,,,1
1995676,T20150003702,1424390400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,095900,61939,C,M,35,4,Motorcyclists,1,Collision with vehicle,2,BANYULE,Melbourne - North East,I,Intersection,9999,Non Declared Road,,,1
1995677,T20150005206,1426032000000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,073000,51119,01,M,94,1,Pedestrians,2,Struck Pedestrian,1,SHEPPARTON,Country,I,Intersection,9999,Non Declared Road,,,1
1995678,T20180008792,1525824000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,143800,53291,A,M,57,2,Drivers,1,Collision with vehicle,2,BAW BAW,Country,I,Intersection,5532,Declared Road,,,1
1995679,T20150004373,1425081600000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,194000,282764,01,M,17,3,Passengers,1,Collision with vehicle,2,COLAC OTWAY,Country,N,Non Intersection,5904,Declared Road,,,1
1995680,T20150015890,1438214400000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,180100,292278,01,F,69,1,Pedestrians,2,Struck Pedestrian,1,BANYULE,Melbourne - North East,N,Non Intersection,5910,Declared Road,,,1
1995681,T20150004731,1425513600000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,110900,289280,01,F,88,1,Pedestrians,2,Struck Pedestrian,1,WHITTLESEA,Melbourne - North East,N,Non Intersection,2140,Declared Road,,,1
1995682,T20180004524,1520553600000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,073000,327977,02,F,19,3,Passengers,1,Collision with vehicle,2,FRANKSTON,Metro,N,Non Intersection,9999,Non Declared Road,,,1
1995683,T20150005007,1425772800000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,184000,287932,A,F,64,2,Drivers,4,Collision with a fixed object,1,INDIGO,Country,N,Non Intersection,5465,Declared Road,,,1
1995684,T20150005049,1425859200000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,141500,286543,01,M,19,3,Passengers,4,Collision with a fixed object,1,MURRINDINDI,Country,N,Non Intersection,2640,Declared Road,,,2
1995685,T20150005049,1425859200000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,141500,286543,A,F,34,2,Drivers,4,Collision with a fixed object,1,MURRINDINDI,Country,N,Non Intersection,2640,Declared Road,,,2
1995686,T20150008234,1429401600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,071500,288072,01,M,16,3,Passengers,4,Collision with a fixed object,1,NILLUMBIK,Melbourne - North East,N,Non Intersection,5724,Declared Road,,,1
1995687,T20140016786,1407888000000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,183400,47167,01,F,50,1,Pedestrians,2,Struck Pedestrian,1,WHITEHORSE,Melbourne - Outer East,I,Intersection,2400,Declared Road,,,1
1995688,T20150006759,1427673600000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,081500,287600,A,M,52,2,Drivers,4,Collision with a fixed object,1,GLENELG,Country,N,Non Intersection,5045,Declared Road,,,1
1995689,T20160016158,1469318400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,093600,307129,01,M,71,1,Pedestrians,2,Struck Pedestrian,1,GEELONG,Country,N,Non Intersection,5896,Declared Road,,,1
1995690,T20190006612,1554595200000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,165300,344007,02,F,70,3,Passengers,1,Collision with vehicle,2,SWAN HILL,Country,N,Non Intersection,2570,Declared Road,,,2
1995691,T20190006612,1554595200000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,165300,344007,03,F,5,3,Passengers,1,Collision with vehicle,2,SWAN HILL,Country,N,Non Intersection,2570,Declared Road,,,2
1995692,T20160010029,1462579200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,161700,303400,A,M,47,4,Motorcyclists,4,Collision with a fixed object,1,NILLUMBIK,Melbourne - North East,N,Non Intersection,9999,Non Declared Road,,,1
1995693,T20150007244,1428278400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,000100,287538,A,F,27,2,Drivers,4,Collision with a fixed object,1,MILDURA,Country,N,Non Intersection,2530,Declared Road,,,1
1995694,T20150007253,1428278400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,150000,289000,A,M,23,2,Drivers,4,Collision with a fixed object,1,MELTON,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1
1995695,T20160024856,1479340800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,223500,310696,A,M,26,2,Drivers,4,Collision with a fixed object,1,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,9999,Non Declared Road,,,1
1995696,T20150009873,1431216000000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,152000,288929,A,F,52,2,Drivers,1,Collision with vehicle,2,BENALLA,Country,N,Non Intersection,2590,Declared Road,,,1
1995697,T20180022591,1543708800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,110000,340120,A,M,17,4,Motorcyclists,1,Collision with vehicle,2,MORELAND,Melbourne - North West,N,Non Intersection,9999,Non Declared Road,,,1
1995698,T20150007580,1428710400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,031000,287800,01,M,59,1,Pedestrians,4,Collision with a fixed object,1,MARIBYRNONG,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1
1995699,T20190002873,1550102400000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,180000,41076,A,M,28,4,Motorcyclists,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,I,Intersection,5783,Declared Road,,,1
1995700,T20150007858,1428969600000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,192500,35724,01,M,61,1,Pedestrians,2,Struck Pedestrian,1,WYNDHAM,Melbourne - West,I,Intersection,5042,Declared Road,,,1
1995701,T20150008012,1429142400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,113000,287968,A,M,20,2,Drivers,1,Collision with vehicle,2,BENALLA,Country,N,Non Intersection,2590,Declared Road,,,2
1995702,T20150008012,1429142400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,113000,287968,B,M,65,2,Drivers,1,Collision with vehicle,2,BENALLA,Country,N,Non Intersection,2590,Declared Road,,,2
1995703,T20150008047,1429228800000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,023600,288010,01,M,23,3,Passengers,6,Vehicle overturned (no collision),1,CARDINIA,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1
1995704,T20140016521,1407628800000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,105800,274227,A,M,50,2,Drivers,4,Collision with a fixed object,1,KNOX,Melbourne - Outer East,N,Non Intersection,9999,Non Declared Road,,,1
1995705,T20150005221,1426032000000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,111100,35449,01,M,28,3,Passengers,1,Collision with vehicle,2,MELBOURNE,Melbourne - Inner,I,Intersection,2120,Declared Road,,,2
1995706,T20150005221,1426032000000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,111100,35449,A,M,47,2,Drivers,1,Collision with vehicle,2,MELBOURNE,Melbourne - Inner,I,Intersection,2120,Declared Road,,,2
1995707,T20160007709,1460073600000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,122500,41977,A,M,29,4,Motorcyclists,1,Collision with vehicle,2,KNOX,Melbourne - Outer East,I,Intersection,2750,Declared Road,,,2
1995708,T20170014368,1500854400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,171000,319626,A,M,27,2,Drivers,1,Collision with vehicle,3,MACEDON RANGES,Country,N,Non Intersection,5827,Declared Road,,,1
1995709,T20150005357,1426204800000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,095000,286635,A,F,27,2,Drivers,4,Collision with a fixed object,1,ARARAT,Ballarat,N,Non Intersection,2740,Declared Road,,,1
1995710,T20150005381,1426204800000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,145000,286636,A,F,44,2,Drivers,4,Collision with a fixed object,1,MACEDON RANGES,Bendigo,N,Non Intersection,5290,Declared Road,,,1
1995711,T20150009862,1431216000000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,144600,70010,A,M,77,6,Bicyclists,1,Collision with vehicle,2,GEELONG,Country,I,Intersection,5062,Declared Road,,,1
1995712,T20150005276,1426118400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,095800,287654,01,M,54,1,Pedestrians,2,Struck Pedestrian,1,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,2720,Declared Road,,,1
1995713,T20190004707,1552262400000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,163500,343192,B,M,65,2,Drivers,1,Collision with vehicle,2,NORTHERN GRAMPIANS,Country,N,Non Intersection,2700,Declared Road,,,1
1995714,T20150003816,1424476800000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,232200,286679,A,M,42,2,Drivers,4,Collision with a fixed object,1,WHITEHORSE,Melbourne - Inner East,I,Intersection,9999,Non Declared Road,,,1
1995715,T20150002193,1422662400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,235900,287933,A,M,40,4,Motorcyclists,4,Collision with a fixed object,1,BAW BAW,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995716,T20140001123,1389916800000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,215300,266034,01,F,23,1,Pedestrians,2,Struck Pedestrian,5,MOORABOOL,Ballarat,N,Non Intersection,2520,Declared Road,,,1
1995717,T20190006795,1554854400000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,093000,344080,01,M,56,1,Pedestrians,4,Collision with a fixed object,1,SOUTH GIPPSLAND,Country,N,Non Intersection,9999,Non Declared Road,,,1
1995718,T20150003710,1424390400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,125200,45470,A,M,43,4,Motorcyclists,7,Fall from or in moving vehicle,1,MOONEE VALLEY,Melbourne - Inner,I,Intersection,9999,Non Declared Road,,,1
1995719,T20150002428,1423008000000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,015200,281625,B,M,29,4,Motorcyclists,1,Collision with vehicle,4,MELBOURNE,Melbourne - Inner,N,Non Intersection,9999,Non Declared Road,,,1
1995720,T20140008149,1397952000000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,002400,87459,02,M,25,1,Pedestrians,2,Struck Pedestrian,1,WHITEHORSE,Melbourne - Inner East,N,Non Intersection,5802,Declared Road,,,1
1995721,T20150006719,1427673600000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,063300,287306,B,M,27,2,Drivers,1,Collision with vehicle,2,HUME,Melbourne - North West,N,Non Intersection,5439,Declared Road,,,1
1995722,T20150004436,1425168000000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,212000,288067,A,M,47,4,Motorcyclists,4,Collision with a fixed object,1,STONNINGTON,Melbourne - Inner South,N,Non Intersection,2000,Declared Road,,,1
1995723,T20150000262,1420416000000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,143500,287398,A,M,86,2,Drivers,1,Collision with vehicle,2,MOYNE,Country,N,Non Intersection,2500,Declared Road,,,1
